OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,HISTO_0,HISTO_1,HISTO_2,HISTO_3,Water_1,Water_2,Water_3,LC_2,LC_4,LC_5,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,NL_mean,NL_median,NDBI_mean,NDBI_median,NDVI_mean,NDVI_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,LC_SUM,LC_2_ratio,LC_4_ratio,LC_5_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
1,10,BIHAR,1,PASHCHIM CHAMPARAN,2,Ramnagar (SC),1,VALMIKI NAGAR,1001,,2.24111390328,0.1056097062,1442878,5126,6146,0,4967,391,0,73,275,1503,120,241,35,0,2918,45,20,0,0,0.252733901332743,0.138886153697968,-0.0830166952295692,-0.0729625523090363,0.288598908576967,0.285720676183701,5358,0.0729749906681597,0.0,5230,0.0139579349904397,0.0525812619502868,0.2873804971319311,0.022944550669216,0.0460803059273422,0.0066921606118546,0.0,0.5579349904397706,0.008604206500956,0.0038240917782026,0.0,0.0,2015,-0.119312975555658,-0.12516080619136,0.269722798649408,0.182999521493912,0.340060641974707,0.330109193921089,1454150,
1,10,BIHAR,1,PASHCHIM CHAMPARAN,1,Valmiki Nagar,1,VALMIKI NAGAR,1001,,3.16673833067,0.12206658737,1258027,268824,142953,10913,293840,93121,18680,5,82,916,126,725,321,3,3662,2,54,90,65,0.206062067748908,0.116511646658182,-0.0820027559903716,-0.0676446259021759,0.298972830798165,0.305259466171265,405641,0.2295650587588532,0.0460505718110348,6051,0.0008263097008758,0.0135514790943645,0.1513799372004627,0.0208230044620723,0.1198149066270038,0.053049082796232,0.0004957858205255,0.6051892249215006,0.0003305238803503,0.0089241447694595,0.0148735746157659,0.0107420261113865,2015,-0.119312975555658,-0.12516080619136,0.269722798649408,0.182999521493912,0.340060641974707,0.330109193921089,1454150,
1,10,BIHAR,1,PASHCHIM CHAMPARAN,9,Sikta,1,VALMIKI NAGAR,1001,,1.6438567624,0.04398509075,596429,2789,6409,0,7823,788,0,0,20,1,3,11,0,0,2126,0,22,0,0,0.363358285382465,0.274551570415497,-0.140187717791531,-0.144755020737648,0.398160250456743,0.403024792671204,8611,0.091510858204622,0.0,2183,0.0,0.0091617040769583,0.0004580852038479,0.0013742556115437,0.005038937242327,0.0,0.0,0.9738891433806688,0.0,0.0100778744846541,0.0,0.0,2015,-0.119312975555658,-0.12516080619136,0.269722798649408,0.182999521493912,0.340060641974707,0.330109193921089,1454150,
1,10,BIHAR,1,PASHCHIM CHAMPARAN,4,Bagaha,1,VALMIKI NAGAR,1001,,1.2410549029,0.04398449091,561618,15347,25802,2838,22071,15789,3518,0,0,0,0,88,36,15,2022,7,2,10,2,0.368714422327132,0.283549755811691,-0.0516347136665988,-0.0349520929157734,0.283031442528641,0.27976930141449,41378,0.3815795833534728,0.0850210256658127,2182,0.0,0.0,0.0,0.0,0.0403299725022914,0.0164986251145737,0.0068744271310724,0.9266727772685608,0.0032080659945004,0.0009165902841429,0.0045829514207149,0.0009165902841429,2015,-0.119312975555658,-0.12516080619136,0.269722798649408,0.182999521493912,0.340060641974707,0.330109193921089,1454150,
1,10,BIHAR,1,PASHCHIM CHAMPARAN,3,Narkatiaganj,1,VALMIKI NAGAR,1001,,1.44585213609,0.0339216314,463285,2618,1165,0,3111,439,0,0,0,0,0,0,0,0,1646,37,0,0,0,0.519262506028865,0.375851184129715,-0.0654438102580541,-0.0574119035154581,0.323097261336875,0.317524984478951,3550,0.1236619718309859,0.0,1683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978015448603684,0.0219845513963161,0.0,0.0,0.0,2015,-0.119312975555658,-0.12516080619136,0.269722798649408,0.182999521493912,0.340060641974707,0.330109193921089,1454150,
1,10,BIHAR,1,PASHCHIM CHAMPARAN,5,Lauriya,1,VALMIKI NAGAR,1001,,1.28649991613,0.03265617396,422900,17647,9057,31,16376,8005,231,0,0,0,0,16,7,0,1573,5,22,0,1,0.483016586077838,0.42032915353775,-0.15911099520132,-0.151539877057076,0.377514982171434,0.377876162528992,24612,0.3252478465789046,0.0093856655290102,1624,0.0,0.0,0.0,0.0,0.0098522167487684,0.0043103448275862,0.0,0.9685960591133004,0.0030788177339901,0.0135467980295566,0.0,0.000615763546798,2015,-0.119312975555658,-0.12516080619136,0.269722798649408,0.182999521493912,0.340060641974707,0.330109193921089,1454150,
2,10,BIHAR,2,PURBA CHAMPARAN,10,Raxaul,2,PASCHIM CHAMPARAN,1002,,1.30833172627,0.025599053,349982,984,1523,4,1345,791,0,0,0,0,0,5,0,0,1240,18,0,0,0,0.532289748341434,0.245091572403908,-0.198792648460479,-0.207972347736359,0.442687955276389,0.458930224180222,2136,0.3703183520599251,0.0,1263,0.0,0.0,0.0,0.0,0.0039588281868566,0.0,0.0,0.9817893903404592,0.014251781472684,0.0,0.0,0.0,2015,-0.126305669546127,-0.12337340360053,0.599163891722562,0.303116589784622,0.34537955050453,0.349799811840057,352493,
2,10,BIHAR,1,PASHCHIM CHAMPARAN,7,Chanpatia,2,PASCHIM CHAMPARAN,1002,,1.2942384841,0.03541506132,468022,5623,13960,2,11159,4229,0,0,0,0,0,26,0,0,1631,6,88,0,0,0.505398129993484,0.419317081570625,-0.183144747810181,-0.179985076189041,0.40380433168396,0.407680600881577,15388,0.2748245386015077,0.0,1751,0.0,0.0,0.0,0.0,0.0148486579097658,0.0,0.0,0.9314677327241576,0.0034266133637921,0.0502569960022844,0.0,0.0,2015,-0.126305669546127,-0.12337340360053,0.599163891722562,0.303116589784622,0.34537955050453,0.349799811840057,352493,
2,10,BIHAR,2,PURBA CHAMPARAN,11,Sugauli,2,PASCHIM CHAMPARAN,1002,,1.09140266333,0.03084169076,374544,20181,29899,56,42215,5718,16,0,0,0,0,6,0,0,1486,22,21,0,0,0.383341420551505,0.237798914313316,-0.230114122886739,-0.241135969758034,0.438585293459542,0.455824658274651,47949,0.119251704936495,0.0003336878767023,1535,0.0,0.0,0.0,0.0,0.0039087947882736,0.0,0.0,0.9680781758957656,0.0143322475570032,0.0136807817589576,0.0,0.0,2015,-0.126305669546127,-0.12337340360053,0.599163891722562,0.303116589784622,0.34537955050453,0.349799811840057,352493,
2,10,BIHAR,2,PURBA CHAMPARAN,12,Narkatia,2,PASCHIM CHAMPARAN,1002,,1.93588626705,0.0326598806,369146,10831,69684,9,58884,18383,5,0,0,0,0,5,0,0,1597,17,2,0,0,0.36102266319694,0.187775753438473,-0.237254801786158,-0.256324335932732,0.443455606900807,0.46068811416626,77272,0.2378998861165752,6.470649135521276e-05,1621,0.0,0.0,0.0,0.0,0.0030845157310302,0.0,0.0,0.9851943244910548,0.0104873534855027,0.001233806292412,0.0,0.0,2015,-0.126305669546127,-0.12337340360053,0.599163891722562,0.303116589784622,0.34537955050453,0.349799811840057,352493,
